week_date,rank,song_title,artist_name,weeks_on_chart,peak_rank,previous_week_rank
2025-01-07,1,Die With A Smile,Lady Gaga & Bruno Mars,20,1,17
2025-01-07,2,A Bar Song (Tipsy),Shaboozey,38,1,24
2025-01-07,3,Birds Of A Feather,Billie Eilish,33,2,28
2025-01-07,4,Lose Control,Teddy Swims,72,1,0
2025-01-07,5,APT.,ROSE & Bruno Mars,11,5,34
2025-01-07,6,That's So True,Gracie Abrams,11,6,33
2025-01-07,7,Luther,Kendrick Lamar & SZA,6,3,27
2025-01-07,8,I Had Some Help,Post Malone Featuring Morgan Wallen,34,1,47
2025-01-07,9,Espresso,Sabrina Carpenter,38,3,46
2025-01-07,10,Taste,Sabrina Carpenter,19,2,41
2025-01-07,11,TV Off,Kendrick Lamar Featuring Lefty Gunplay,6,2,32
2025-01-07,12,Beautiful Things,Benson Boone,49,2,0
2025-01-07,13,Love Somebody,Morgan Wallen,11,1,53
2025-01-07,14,Too Sweet,Hozier,40,1,0
2025-01-07,15,Timeless,The Weeknd & Playboi Carti,14,3,51
2025-01-07,16,Squabble Up,Kendrick Lamar,6,1,44
2025-01-07,17,"Good Luck, Babe!",Chappell Roan,38,4,0
2025-01-07,18,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",10,10,52
2025-01-07,19,Stargazing,Myles Smith,33,19,0
2025-01-07,20,Not Like Us,Kendrick Lamar,34,1,0
2025-01-07,21,Whatchu Kno About Me,GloRilla & Sexyy Red,12,17,54
2025-01-07,22,30 For 30,SZA With Kendrick Lamar,2,22,45
2025-01-07,23,High Road,Koe Wetzel & Jessie Murph,30,22,57
2025-01-07,24,Who,Jimin,23,12,0
2025-01-07,25,Messy,Lola Young,5,25,61
2025-01-07,26,Please Please Please,Sabrina Carpenter,28,1,0
2025-01-07,27,Smile,Morgan Wallen,1,27,0
2025-01-07,28,I Am Not Okay,Jelly Roll,28,14,0
2025-01-07,29,BMF,SZA,2,29,55
2025-01-07,30,Million Dollar Baby,Tommy Richman,32,2,0
2025-01-07,31,Wind Up Missin' You,Tucker Wetmore,40,31,65
2025-01-07,32,Bed Chem,Sabrina Carpenter,19,14,60
2025-01-07,33,Sailor Song,Gigi Perez,20,22,58
2025-01-07,34,Lies Lies Lies,Morgan Wallen,22,7,0
2025-01-07,35,Wildflower,Billie Eilish,29,17,0
2025-01-07,36,Pink Pony Club,Chappell Roan,29,26,67
2025-01-07,37,Like Him,"Tyler, The Creator Featuring Lola Young",10,29,66
2025-01-07,38,I Never Lie,Zach Top,15,38,72
2025-01-07,39,Liar,Jelly Roll,14,39,84
2025-01-07,40,I'm Gonna Love You,Cody Johnson & Carrie Underwood,14,40,87
2025-01-07,41,Scorsese Baby Daddy,SZA,2,41,63
2025-01-07,42,Tu Boda,Oscar Maydon & Fuerza Regida,11,22,68
2025-01-07,43,"I Love You, I'm Sorry",Gracie Abrams,21,19,0
2025-01-07,44,It's Ok I'm Ok,Tate McRae,16,20,76
2025-01-07,45,4x4xU,Lainey Wilson,8,45,94
2025-01-07,46,No One Noticed,The Marias,14,22,74
2025-01-07,47,Good News,Shaboozey,6,47,95
2025-01-07,48,Indigo,Sam Barber Featuring Avery Anna,4,48,77
2025-01-07,49,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,6,44,75
2025-01-07,50,Loco,Neton Vega,1,50,0
2025-01-14,1,Die With A Smile,Lady Gaga & Bruno Mars,21,1,1
2025-01-14,2,A Bar Song (Tipsy),Shaboozey,39,1,2
2025-01-14,3,Birds Of A Feather,Billie Eilish,34,2,3
2025-01-14,4,Smile,Morgan Wallen,2,4,27
2025-01-14,5,APT.,ROSE & Bruno Mars,12,5,5
2025-01-14,6,Lose Control,Teddy Swims,73,1,4
2025-01-14,7,Luther,Kendrick Lamar & SZA,7,3,7
2025-01-14,8,That's So True,Gracie Abrams,12,6,6
2025-01-14,9,I Had Some Help,Post Malone Featuring Morgan Wallen,35,1,8
2025-01-14,10,Espresso,Sabrina Carpenter,39,3,9
2025-01-14,11,TV Off,Kendrick Lamar Featuring Lefty Gunplay,7,2,11
2025-01-14,12,Taste,Sabrina Carpenter,20,2,10
2025-01-14,13,Love Somebody,Morgan Wallen,12,1,13
2025-01-14,14,Beautiful Things,Benson Boone,50,2,12
2025-01-14,15,Timeless,The Weeknd & Playboi Carti,15,3,15
2025-01-14,16,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",1,16,0
2025-01-14,17,Too Sweet,Hozier,41,1,14
2025-01-14,18,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",11,10,18
2025-01-14,19,Squabble Up,Kendrick Lamar,7,1,16
2025-01-14,20,Stargazing,Myles Smith,34,19,19
2025-01-14,21,"Good Luck, Babe!",Chappell Roan,39,4,17
2025-01-14,22,30 For 30,SZA With Kendrick Lamar,3,22,22
2025-01-14,23,Not Like Us,Kendrick Lamar,35,1,20
2025-01-14,24,Messy,Lola Young,6,24,25
2025-01-14,25,High Road,Koe Wetzel & Jessie Murph,31,22,23
2025-01-14,26,Whatchu Kno About Me,GloRilla & Sexyy Red,13,17,21
2025-01-14,27,Nuevayol,Bad Bunny,1,27,0
2025-01-14,28,Baile Inolvidable,Bad Bunny,1,28,0
2025-01-14,29,Tweaker,GELO,1,29,0
2025-01-14,30,Sailor Song,Gigi Perez,21,22,33
2025-01-14,31,Wind Up Missin' You,Tucker Wetmore,41,31,31
2025-01-14,32,Please Please Please,Sabrina Carpenter,29,1,26
2025-01-14,33,I Am Not Okay,Jelly Roll,29,14,28
2025-01-14,34,BMF,SZA,3,29,29
2025-01-14,35,Bed Chem,Sabrina Carpenter,20,14,32
2025-01-14,36,Voy A Llevarte Pa PR,Bad Bunny,1,36,0
2025-01-14,37,El Club,Bad Bunny,3,37,89
2025-01-14,38,DTMF,Bad Bunny,1,38,0
2025-01-14,39,Who,Jimin,24,12,24
2025-01-14,40,Million Dollar Baby,Tommy Richman,33,2,30
2025-01-14,41,Wildflower,Billie Eilish,30,17,35
2025-01-14,42,Lies Lies Lies,Morgan Wallen,23,7,34
2025-01-14,43,Velda,"Bad Bunny, Omar Courtz & Dei V",1,43,0
2025-01-14,44,By Myself,Lil Baby & Rylo Rodriguez Featuring Rod Wave,1,44,0
2025-01-14,45,Perfumito Nuevo,Bad Bunny & RaiNao,1,45,0
2025-01-14,46,Like Him,"Tyler, The Creator Featuring Lola Young",11,29,37
2025-01-14,47,Pink Pony Club,Chappell Roan,30,26,36
2025-01-14,48,No One Noticed,The Marias,15,22,46
2025-01-14,49,Liar,Jelly Roll,15,39,39
2025-01-14,50,Outfit,Lil Baby & 21 Savage,1,50,0
2025-01-21,1,Die With A Smile,Lady Gaga & Bruno Mars,22,1,1
2025-01-21,2,DTMF,Bad Bunny,2,2,38
2025-01-21,3,Baile Inolvidable,Bad Bunny,2,3,28
2025-01-21,4,A Bar Song (Tipsy),Shaboozey,40,1,2
2025-01-21,5,APT.,ROSE & Bruno Mars,13,5,5
2025-01-21,6,Luther,Kendrick Lamar & SZA,8,3,7
2025-01-21,7,Birds Of A Feather,Billie Eilish,35,2,3
2025-01-21,8,Nuevayol,Bad Bunny,2,8,27
2025-01-21,9,Lose Control,Teddy Swims,74,1,6
2025-01-21,10,That's So True,Gracie Abrams,13,6,8
2025-01-21,11,I Had Some Help,Post Malone Featuring Morgan Wallen,36,1,9
2025-01-21,12,Taste,Sabrina Carpenter,21,2,12
2025-01-21,13,Espresso,Sabrina Carpenter,40,3,10
2025-01-21,14,Love Somebody,Morgan Wallen,13,1,13
2025-01-21,15,TV Off,Kendrick Lamar Featuring Lefty Gunplay,8,2,11
2025-01-21,16,Smile,Morgan Wallen,3,4,4
2025-01-21,17,Voy A Llevarte Pa PR,Bad Bunny,2,17,36
2025-01-21,18,Beautiful Things,Benson Boone,51,2,14
2025-01-21,19,Timeless,The Weeknd & Playboi Carti,16,3,15
2025-01-21,20,Squabble Up,Kendrick Lamar,8,1,19
2025-01-21,21,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",12,10,18
2025-01-21,22,Too Sweet,Hozier,42,1,17
2025-01-21,23,Velda,"Bad Bunny, Omar Courtz & Dei V",2,23,43
2025-01-21,24,EOO,Bad Bunny,2,24,54
2025-01-21,25,Stargazing,Myles Smith,35,19,20
2025-01-21,26,30 For 30,SZA With Kendrick Lamar,4,22,22
2025-01-21,27,El Club,Bad Bunny,4,27,37
2025-01-21,28,"Good Luck, Babe!",Chappell Roan,40,4,21
2025-01-21,29,Messy,Lola Young,7,24,24
2025-01-21,30,Tweaker,GELO,2,29,29
2025-01-21,31,Perfumito Nuevo,Bad Bunny & RaiNao,2,31,45
2025-01-21,32,Weltita,Bad Bunny & Chuwi,2,32,52
2025-01-21,33,Not Like Us,Kendrick Lamar,36,1,23
2025-01-21,34,High Road,Koe Wetzel & Jessie Murph,32,22,25
2025-01-21,35,BMF,SZA,4,29,34
2025-01-21,36,Bed Chem,Sabrina Carpenter,21,14,35
2025-01-21,37,Whatchu Kno About Me,GloRilla & Sexyy Red,14,17,26
2025-01-21,38,Ketu Tecre,Bad Bunny,2,38,59
2025-01-21,39,Sailor Song,Gigi Perez,22,22,30
2025-01-21,40,Kloufrens,Bad Bunny,2,40,66
2025-01-21,41,Who,Jimin,25,12,39
2025-01-21,42,Bokete,Bad Bunny,2,42,69
2025-01-21,43,I Am Not Okay,Jelly Roll,30,14,33
2025-01-21,44,Wind Up Missin' You,Tucker Wetmore,42,31,31
2025-01-21,45,Turista,Bad Bunny,2,45,77
2025-01-21,46,No One Noticed,The Marias,16,22,48
2025-01-21,47,Please Please Please,Sabrina Carpenter,30,1,32
2025-01-21,48,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,2,48,83
2025-01-21,49,Wildflower,Billie Eilish,31,17,41
2025-01-21,50,Pitorro de Coco,Bad Bunny,3,50,60
2025-01-28,1,Die With A Smile,Lady Gaga & Bruno Mars,23,1,1
2025-01-28,2,DTMF,Bad Bunny,3,2,2
2025-01-28,3,APT.,ROSE & Bruno Mars,14,3,5
2025-01-28,4,A Bar Song (Tipsy),Shaboozey,41,1,4
2025-01-28,5,Luther,Kendrick Lamar & SZA,9,3,6
2025-01-28,6,Birds Of A Feather,Billie Eilish,36,2,7
2025-01-28,7,Lose Control,Teddy Swims,75,1,9
2025-01-28,8,That's So True,Gracie Abrams,14,6,10
2025-01-28,9,Baile Inolvidable,Bad Bunny,3,3,3
2025-01-28,10,Love Somebody,Morgan Wallen,14,1,14
2025-01-28,11,Espresso,Sabrina Carpenter,41,3,13
2025-01-28,12,I Had Some Help,Post Malone Featuring Morgan Wallen,37,1,11
2025-01-28,13,TV Off,Kendrick Lamar Featuring Lefty Gunplay,9,2,15
2025-01-28,14,Taste,Sabrina Carpenter,22,2,12
2025-01-28,15,Nuevayol,Bad Bunny,3,8,8
2025-01-28,16,Beautiful Things,Benson Boone,52,2,18
2025-01-28,17,Timeless,The Weeknd & Playboi Carti,17,3,19
2025-01-28,18,Smile,Morgan Wallen,4,4,16
2025-01-28,19,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",13,10,21
2025-01-28,20,Too Sweet,Hozier,43,1,22
2025-01-28,21,Squabble Up,Kendrick Lamar,9,1,20
2025-01-28,22,Stargazing,Myles Smith,36,19,25
2025-01-28,23,30 For 30,SZA With Kendrick Lamar,5,22,26
2025-01-28,24,Messy,Lola Young,8,24,29
2025-01-28,25,Who,Jimin,26,12,41
2025-01-28,26,Voy A Llevarte Pa PR,Bad Bunny,3,17,17
2025-01-28,27,"Good Luck, Babe!",Chappell Roan,41,4,28
2025-01-28,28,High Road,Koe Wetzel & Jessie Murph,33,22,34
2025-01-28,29,Not Like Us,Kendrick Lamar,37,1,33
2025-01-28,30,EOO,Bad Bunny,3,24,24
2025-01-28,31,BMF,SZA,5,29,35
2025-01-28,32,Whatchu Kno About Me,GloRilla & Sexyy Red,15,17,37
2025-01-28,33,Sailor Song,Gigi Perez,23,22,39
2025-01-28,34,Velda,"Bad Bunny, Omar Courtz & Dei V",3,23,23
2025-01-28,35,Bed Chem,Sabrina Carpenter,22,14,36
2025-01-28,36,El Club,Bad Bunny,5,27,27
2025-01-28,37,No One Noticed,The Marias,17,22,46
2025-01-28,38,Tweaker,GELO,3,29,30
2025-01-28,39,Weltita,Bad Bunny & Chuwi,3,32,32
2025-01-28,40,I Am Not Okay,Jelly Roll,31,14,43
2025-01-28,41,Liar,Jelly Roll,17,39,52
2025-01-28,42,Wildflower,Billie Eilish,32,17,49
2025-01-28,43,Loco,Neton Vega,4,43,56
2025-01-28,44,Perfumito Nuevo,Bad Bunny & RaiNao,3,31,31
2025-01-28,45,Please Please Please,Sabrina Carpenter,31,1,47
2025-01-28,46,Pink Pony Club,Chappell Roan,32,26,55
2025-01-28,47,Wind Up Missin' You,Tucker Wetmore,43,31,44
2025-01-28,48,I Never Lie,Zach Top,18,38,53
2025-01-28,49,Indigo,Sam Barber Featuring Avery Anna,7,48,58
2025-01-28,50,Kloufrens,Bad Bunny,3,40,40
2025-02-04,1,4X4,Travis Scott,1,1,0
2025-02-04,2,Die With A Smile,Lady Gaga & Bruno Mars,24,1,1
2025-02-04,3,APT.,ROSE & Bruno Mars,15,3,3
2025-02-04,4,Luther,Kendrick Lamar & SZA,10,3,5
2025-02-04,5,A Bar Song (Tipsy),Shaboozey,42,1,4
2025-02-04,6,Lose Control,Teddy Swims,76,1,7
2025-02-04,7,Birds Of A Feather,Billie Eilish,37,2,6
2025-02-04,8,DTMF,Bad Bunny,4,2,2
2025-02-04,9,That's So True,Gracie Abrams,15,6,8
2025-02-04,10,Love Somebody,Morgan Wallen,15,1,10
2025-02-04,11,TV Off,Kendrick Lamar Featuring Lefty Gunplay,10,2,13
2025-02-04,12,I Had Some Help,Post Malone Featuring Morgan Wallen,38,1,12
2025-02-04,13,Espresso,Sabrina Carpenter,42,3,11
2025-02-04,14,Messy,Lola Young,9,14,24
2025-02-04,15,Beautiful Things,Benson Boone,53,2,16
2025-02-04,16,Baile Inolvidable,Bad Bunny,4,3,9
2025-02-04,17,Fat Juicy & Wet,Sexyy Red & Bruno Mars,1,17,0
2025-02-04,18,Timeless,The Weeknd & Playboi Carti,18,3,17
2025-02-04,19,Taste,Sabrina Carpenter,23,2,14
2025-02-04,20,30 For 30,SZA With Kendrick Lamar,6,20,23
2025-02-04,21,Sports Car,Tate McRae,1,21,0
2025-02-04,22,Smile,Morgan Wallen,5,4,18
2025-02-04,23,Squabble Up,Kendrick Lamar,10,1,21
2025-02-04,24,Too Sweet,Hozier,44,1,20
2025-02-04,25,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",14,10,19
2025-02-04,26,Stargazing,Myles Smith,37,19,22
2025-02-04,27,Nuevayol,Bad Bunny,4,8,15
2025-02-04,28,High Road,Koe Wetzel & Jessie Murph,34,22,28
2025-02-04,29,Not Like Us,Kendrick Lamar,38,1,29
2025-02-04,30,"Good Luck, Babe!",Chappell Roan,42,4,27
2025-02-04,31,Who,Jimin,27,12,25
2025-02-04,32,BMF,SZA,6,29,31
2025-02-04,33,Whatchu Kno About Me,GloRilla & Sexyy Red,16,17,32
2025-02-04,34,Sailor Song,Gigi Perez,24,22,33
2025-02-04,35,Voy A Llevarte Pa PR,Bad Bunny,4,17,26
2025-02-04,36,Bed Chem,Sabrina Carpenter,23,14,35
2025-02-04,37,No One Noticed,The Marias,18,22,37
2025-02-04,38,Liar,Jelly Roll,18,38,41
2025-02-04,39,EOO,Bad Bunny,4,24,30
2025-02-04,40,Residuals,Chris Brown,21,40,0
2025-02-04,41,I Am Not Okay,Jelly Roll,32,14,40
2025-02-04,42,Bad Dreams,Teddy Swims,9,42,57
2025-02-04,43,Loco,Neton Vega,5,43,43
2025-02-04,44,I Never Lie,Zach Top,19,38,48
2025-02-04,45,Pink Pony Club,Chappell Roan,33,26,46
2025-02-04,46,Wildflower,Billie Eilish,33,17,42
2025-02-04,47,Velda,"Bad Bunny, Omar Courtz & Dei V",4,23,34
2025-02-04,48,Tweaker,GELO,4,29,38
2025-02-04,49,Please Please Please,Sabrina Carpenter,32,1,45
2025-02-04,50,Indigo,Sam Barber Featuring Avery Anna,8,48,49
