week_date,rank,song_title,artist_name,weeks_on_chart,peak_rank,previous_week_rank
2025-08-05,41,Burning Blue,Mariah The Scientist,13,25,36
2025-08-05,42,After All The Bars Are Closed,Thomas Rhett,14,42,45
2025-08-05,43,It Depends,Chris Brown Featuring Bryson Tiller,1,43,0
2025-08-05,44,Worst Way,Riley Green,29,20,37
2025-08-05,45,APT.,ROSE & Bruno Mars,41,3,35
2025-08-05,46,Love Somebody,Morgan Wallen,41,1,43
2025-08-05,47,Ring Ring Ring,"Tyler, The Creator",2,44,44
2025-08-05,48,"Mama, I'm Coming Home",Ozzy Osbourne,19,28,49
2025-08-05,49,Happen To Me,Russell Dickerson,15,49,50
2025-08-05,50,Eternity,Alex Warren,2,16,16
2025-08-12,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",7,1,2
2025-08-12,2,Ordinary,Alex Warren,26,1,1
2025-08-12,3,The Subway,Chappell Roan,1,3,0
2025-08-12,4,What I Want,Morgan Wallen Featuring Tate McRae,12,1,3
2025-08-12,5,Daisies,Justin Bieber,4,2,4
2025-08-12,6,Love Me Not,Ravyn Lenae,19,6,6
2025-08-12,7,Just In Case,Morgan Wallen,20,2,5
2025-08-12,8,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",7,8,9
2025-08-12,9,Lose Control,Teddy Swims,103,1,7
2025-08-12,10,A Bar Song (Tipsy),Shaboozey,69,1,8
2025-08-12,11,I'm The Problem,Morgan Wallen,27,2,11
2025-08-12,12,Die With A Smile,Lady Gaga & Bruno Mars,51,1,10
2025-08-12,13,Luther,Kendrick Lamar & SZA,37,1,12
2025-08-12,14,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",6,14,16
2025-08-12,15,Good News,Shaboozey,37,15,17
2025-08-12,16,Manchild,Sabrina Carpenter,9,1,13
2025-08-12,17,Pink Pony Club,Chappell Roan,60,4,14
2025-08-12,18,Beautiful Things,Benson Boone,80,2,15
2025-08-12,19,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",6,19,19
2025-08-12,20,Mutt,Leon Thomas,27,12,18
2025-08-12,21,I Had Some Help,Post Malone Featuring Morgan Wallen,65,1,20
2025-08-12,22,Birds Of A Feather,Billie Eilish,64,2,22
2025-08-12,23,I Got Better,Morgan Wallen,12,7,24
2025-08-12,24,Mystical Magical,Benson Boone,15,17,25
2025-08-12,25,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",6,25,29
2025-08-12,26,Sorry I'm Here For Someone Else,Benson Boone,23,19,26
2025-08-12,27,Free,Rumi & JINU: EJAE & Andrew Choi,6,27,28
2025-08-12,28,Undressed,sombr,18,25,30
2025-08-12,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",6,29,33
2025-08-12,30,Back To Friends,sombr,19,30,32
2025-08-12,31,All The Way,BigXthaPlug Featuring Bailey Zimmerman,18,4,27
2025-08-12,32,Yukon,Justin Bieber,4,17,40
2025-08-12,33,Burning Blue,Mariah The Scientist,14,25,41
2025-08-12,34,It Depends,Chris Brown Featuring Bryson Tiller,2,34,43
2025-08-12,35,Blue Strips,Jessie Murph,17,15,34
2025-08-12,36,30 For 30,SZA With Kendrick Lamar,33,10,36
2025-08-12,37,Backup Plan,Bailey Zimmerman & Luke Combs,14,34,35
2025-08-12,38,After All The Bars Are Closed,Thomas Rhett,15,38,42
2025-08-12,39,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,5,21,21
2025-08-12,40,What Did I Miss?,Drake,5,2,31
2025-08-12,41,Worst Way,Riley Green,30,20,44
2025-08-12,42,Nokia,Drake,25,2,37
2025-08-12,43,APT.,ROSE & Bruno Mars,42,3,45
2025-08-12,44,Love Somebody,Morgan Wallen,42,1,46
2025-08-12,45,Happen To Me,Russell Dickerson,16,45,49
2025-08-12,46,Folded,Kehlani,8,46,54
2025-08-12,47,Back In The Saddle,Luke Combs,2,38,38
2025-08-12,48,Which One,Drake & Central Cee,2,23,23
2025-08-12,49,Eternity,Alex Warren,3,16,50
2025-08-12,50,20 Cigarettes,Morgan Wallen,12,20,52
2025-08-19,1,Ordinary,Alex Warren,27,1,2
2025-08-19,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",8,1,1
2025-08-19,3,What I Want,Morgan Wallen Featuring Tate McRae,13,1,4
2025-08-19,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",8,4,8
2025-08-19,5,Love Me Not,Ravyn Lenae,20,5,6
2025-08-19,6,Daisies,Justin Bieber,5,2,5
2025-08-19,7,Lose Control,Teddy Swims,104,1,9
2025-08-19,8,Just In Case,Morgan Wallen,21,2,7
2025-08-19,9,A Bar Song (Tipsy),Shaboozey,70,1,10
2025-08-19,10,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",7,10,14
2025-08-19,11,I'm The Problem,Morgan Wallen,28,2,11
2025-08-19,12,Die With A Smile,Lady Gaga & Bruno Mars,52,1,12
2025-08-19,13,Good News,Shaboozey,38,13,15
2025-08-19,14,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",7,14,19
2025-08-19,15,Manchild,Sabrina Carpenter,10,1,16
2025-08-19,16,The Subway,Chappell Roan,2,3,3
2025-08-19,17,Mutt,Leon Thomas,28,12,20
2025-08-19,18,Pink Pony Club,Chappell Roan,61,4,17
2025-08-19,19,Luther,Kendrick Lamar & SZA,38,1,13
2025-08-19,20,Beautiful Things,Benson Boone,81,2,18
2025-08-19,21,I Had Some Help,Post Malone Featuring Morgan Wallen,66,1,21
2025-08-19,22,I Got Better,Morgan Wallen,13,7,23
2025-08-19,23,Birds Of A Feather,Billie Eilish,65,2,22
2025-08-19,24,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",7,24,25
2025-08-19,25,Free,Rumi & JINU: EJAE & Andrew Choi,7,25,27
2025-08-19,26,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",7,26,29
2025-08-19,27,Yukon,Justin Bieber,5,17,32
2025-08-19,28,Mystical Magical,Benson Boone,16,17,24
2025-08-19,29,Sorry I'm Here For Someone Else,Benson Boone,24,19,26
2025-08-19,30,Undressed,sombr,19,25,28
2025-08-19,31,Backup Plan,Bailey Zimmerman & Luke Combs,15,31,37
2025-08-19,32,Back To Friends,sombr,20,30,30
2025-08-19,33,It Depends,Chris Brown Featuring Bryson Tiller,3,33,34
2025-08-19,34,All The Way,BigXthaPlug Featuring Bailey Zimmerman,19,4,31
2025-08-19,35,After All The Bars Are Closed,Thomas Rhett,16,35,38
2025-08-19,36,Blue Strips,Jessie Murph,18,15,35
2025-08-19,37,30 For 30,SZA With Kendrick Lamar,34,10,36
2025-08-19,38,Burning Blue,Mariah The Scientist,15,25,33
2025-08-19,39,Happen To Me,Russell Dickerson,17,39,45
2025-08-19,40,Worst Way,Riley Green,31,20,41
2025-08-19,41,APT.,ROSE & Bruno Mars,43,3,43
2025-08-19,42,Folded,Kehlani,9,42,46
2025-08-19,43,What Did I Miss?,Drake,6,2,40
2025-08-19,44,Love Somebody,Morgan Wallen,43,1,44
2025-08-19,45,Nokia,Drake,26,2,42
2025-08-19,46,Just Say Dat,Gunna,1,46,0
2025-08-19,47,Back In The Saddle,Luke Combs,3,38,47
2025-08-19,48,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,6,21,39
2025-08-19,49,Hell At Night,BigXthaPlug Featuring Ella Langley,1,49,0
2025-08-19,50,Better Me For You (Brown Eyes),Max McNown,9,50,51
2025-08-26,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",9,1,2
2025-08-26,2,Ordinary,Alex Warren,28,1,1
2025-08-26,3,What I Want,Morgan Wallen Featuring Tate McRae,14,1,3
2025-08-26,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",9,4,4
2025-08-26,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",8,5,10
2025-08-26,6,Love Me Not,Ravyn Lenae,21,5,5
2025-08-26,7,Lose Control,Teddy Swims,105,1,7
2025-08-26,8,Daisies,Justin Bieber,6,2,6
2025-08-26,9,Just In Case,Morgan Wallen,22,2,8
2025-08-26,10,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",8,10,14
2025-08-26,11,Die With A Smile,Lady Gaga & Bruno Mars,53,1,12
2025-08-26,12,Good News,Shaboozey,39,12,13
2025-08-26,13,A Bar Song (Tipsy),Shaboozey,71,1,9
2025-08-26,14,Manchild,Sabrina Carpenter,11,1,15
2025-08-26,15,Mutt,Leon Thomas,29,12,17
2025-08-26,16,I'm The Problem,Morgan Wallen,29,2,11
2025-08-26,17,Beautiful Things,Benson Boone,82,2,20
2025-08-26,18,Pink Pony Club,Chappell Roan,62,4,18
2025-08-26,19,I Got Better,Morgan Wallen,14,7,22
2025-08-26,20,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",8,20,24
2025-08-26,21,Luther,Kendrick Lamar & SZA,39,1,19
2025-08-26,22,Birds Of A Feather,Billie Eilish,66,2,23
2025-08-26,23,Free,Rumi & JINU: EJAE & Andrew Choi,8,23,25
2025-08-26,24,I Had Some Help,Post Malone Featuring Morgan Wallen,67,1,21
2025-08-26,25,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",8,25,26
2025-08-26,26,Sorry I'm Here For Someone Else,Benson Boone,25,19,29
2025-08-26,27,Undressed,sombr,20,25,30
2025-08-26,28,The Subway,Chappell Roan,3,3,16
2025-08-26,29,Yukon,Justin Bieber,6,17,27
2025-08-26,30,Mystical Magical,Benson Boone,17,17,28
2025-08-26,31,Back To Friends,sombr,21,30,32
2025-08-26,32,It Depends,Chris Brown Featuring Bryson Tiller,4,32,33
2025-08-26,33,All The Way,BigXthaPlug Featuring Bailey Zimmerman,20,4,34
2025-08-26,34,Backup Plan,Bailey Zimmerman & Luke Combs,16,31,31
2025-08-26,35,Folded,Kehlani,10,35,42
2025-08-26,36,Burning Blue,Mariah The Scientist,16,25,38
2025-08-26,37,Blue Strips,Jessie Murph,19,15,36
2025-08-26,38,30 For 30,SZA With Kendrick Lamar,35,10,37
2025-08-26,39,After All The Bars Are Closed,Thomas Rhett,17,35,35
2025-08-26,40,Happen To Me,Russell Dickerson,18,39,39
2025-08-26,41,Worst Way,Riley Green,32,20,40
2025-08-26,42,APT.,ROSE & Bruno Mars,44,3,41
2025-08-26,43,Bar None,Jordan Davis,7,43,71
2025-08-26,44,Love Somebody,Morgan Wallen,44,1,44
2025-08-26,45,What Did I Miss?,Drake,7,2,43
2025-08-26,46,Nokia,Drake,27,2,45
2025-08-26,47,Back In The Saddle,Luke Combs,4,38,47
2025-08-26,48,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,9,48,51
2025-08-26,49,Sugar On My Tongue,"Tyler, The Creator",5,41,53
2025-08-26,50,No Broke Boys,Disco Lines & Tinashe,6,50,55
2025-09-02,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",10,1,1
2025-09-02,2,Ordinary,Alex Warren,29,1,2
2025-09-02,3,What I Want,Morgan Wallen Featuring Tate McRae,15,1,3
2025-09-02,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",10,4,4
2025-09-02,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",9,5,5
2025-09-02,6,Love Me Not,Ravyn Lenae,22,5,6
2025-09-02,7,Manchild,Sabrina Carpenter,12,1,14
2025-09-02,8,Lose Control,Teddy Swims,106,1,7
2025-09-02,9,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",9,9,10
2025-09-02,10,Die With A Smile,Lady Gaga & Bruno Mars,54,1,11
2025-09-02,11,Daisies,Justin Bieber,7,2,8
2025-09-02,12,Just In Case,Morgan Wallen,23,2,9
2025-09-02,13,A Bar Song (Tipsy),Shaboozey,72,1,13
2025-09-02,14,Good News,Shaboozey,40,12,12
2025-09-02,15,Mutt,Leon Thomas,30,12,15
2025-09-02,16,I'm The Problem,Morgan Wallen,30,2,16
2025-09-02,17,Beautiful Things,Benson Boone,83,2,17
2025-09-02,18,I Got Better,Morgan Wallen,15,7,19
2025-09-02,19,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",9,19,20
2025-09-02,20,Pink Pony Club,Chappell Roan,63,4,18
2025-09-02,21,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",9,21,25
2025-09-02,22,All The Way,BigXthaPlug Featuring Bailey Zimmerman,21,4,33
2025-09-02,23,Free,Rumi & JINU: EJAE & Andrew Choi,9,23,23
2025-09-02,24,Undressed,sombr,21,24,27
2025-09-02,25,Birds Of A Feather,Billie Eilish,67,2,22
2025-09-02,26,Luther,Kendrick Lamar & SZA,40,1,21
2025-09-02,27,Mystical Magical,Benson Boone,18,17,30
2025-09-02,28,Jealous Type,Doja Cat,1,28,0
2025-09-02,29,Burning Blue,Mariah The Scientist,17,25,36
2025-09-02,30,Backup Plan,Bailey Zimmerman & Luke Combs,17,30,34
2025-09-02,31,Back To Friends,sombr,22,30,31
2025-09-02,32,Sorry I'm Here For Someone Else,Benson Boone,26,19,26
2025-09-02,33,Yukon,Justin Bieber,7,17,29
2025-09-02,34,It Depends,Chris Brown Featuring Bryson Tiller,5,32,32
2025-09-02,35,Hell At Night,BigXthaPlug Featuring Ella Langley,3,35,61
2025-09-02,36,The Subway,Chappell Roan,4,3,28
2025-09-02,37,Folded,Kehlani,11,35,35
2025-09-02,38,Happen To Me,Russell Dickerson,19,38,40
2025-09-02,39,Blue Strips,Jessie Murph,20,15,37
2025-09-02,40,Worst Way,Riley Green,33,20,41
2025-09-02,41,30 For 30,SZA With Kendrick Lamar,36,10,38
2025-09-02,42,After All The Bars Are Closed,Thomas Rhett,18,35,39
2025-09-02,43,APT.,ROSE & Bruno Mars,45,3,42
2025-09-02,44,Bar None,Jordan Davis,8,43,43
2025-09-02,45,No Broke Boys,Disco Lines & Tinashe,7,45,50
2025-09-02,46,Love Somebody,Morgan Wallen,45,1,44
2025-09-02,47,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,10,47,48
2025-09-02,48,What Did I Miss?,Drake,8,2,45
2025-09-02,49,Back In The Saddle,Luke Combs,5,38,47
2025-09-02,50,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",8,50,53
2025-09-09,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",11,1,1
2025-09-09,2,Ordinary,Alex Warren,30,1,2
2025-09-09,3,Tears,Sabrina Carpenter,1,3,0
2025-09-09,4,Manchild,Sabrina Carpenter,13,1,7
2025-09-09,5,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",11,4,4
2025-09-09,6,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",10,5,5
2025-09-09,7,What I Want,Morgan Wallen Featuring Tate McRae,16,1,3
2025-09-09,8,Love Me Not,Ravyn Lenae,23,5,6
2025-09-09,9,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",10,9,9
2025-09-09,10,Lose Control,Teddy Swims,107,1,8
2025-09-09,11,Daisies,Justin Bieber,8,2,11
2025-09-09,12,Nobody's Son,Sabrina Carpenter,1,12,0
2025-09-09,13,I Got Better,Morgan Wallen,16,7,18
2025-09-09,14,Die With A Smile,Lady Gaga & Bruno Mars,55,1,10
2025-09-09,15,My Man On Willpower,Sabrina Carpenter,1,15,0
2025-09-09,16,A Bar Song (Tipsy),Shaboozey,73,1,13
2025-09-09,17,When Did You Get Hot?,Sabrina Carpenter,1,17,0
2025-09-09,18,Good News,Shaboozey,41,12,14
2025-09-09,19,Just In Case,Morgan Wallen,24,2,12
2025-09-09,20,Sugar Talking,Sabrina Carpenter,1,20,0
2025-09-09,21,Mutt,Leon Thomas,31,12,15
2025-09-09,22,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",10,19,19
2025-09-09,23,Beautiful Things,Benson Boone,84,2,17
2025-09-09,24,Go Go Juice,Sabrina Carpenter,1,24,0
2025-09-09,25,Pink Pony Club,Chappell Roan,64,4,20
2025-09-09,26,I'm The Problem,Morgan Wallen,31,2,16
2025-09-09,27,House Tour,Sabrina Carpenter,1,27,0
2025-09-09,28,Undressed,sombr,22,24,24
2025-09-09,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",10,21,21
2025-09-09,30,Never Getting Laid,Sabrina Carpenter,1,30,0
2025-09-09,31,We Almost Broke Up Again Last Night,Sabrina Carpenter,1,31,0
2025-09-09,32,Free,Rumi & JINU: EJAE & Andrew Choi,10,23,23
2025-09-09,33,Goodbye,Sabrina Carpenter,1,33,0
2025-09-09,34,Luther,Kendrick Lamar & SZA,41,1,26
2025-09-09,35,All The Way,BigXthaPlug Featuring Bailey Zimmerman,22,4,22
2025-09-09,36,Mystical Magical,Benson Boone,19,17,27
2025-09-09,37,Back To Friends,sombr,23,30,31
2025-09-09,38,Backup Plan,Bailey Zimmerman & Luke Combs,18,30,30
2025-09-09,39,Don't Worry I'll Make You Worry,Sabrina Carpenter,1,39,0
2025-09-09,40,Sorry I'm Here For Someone Else,Benson Boone,27,19,32
2025-09-09,41,Yukon,Justin Bieber,8,17,33
2025-09-09,42,Burning Blue,Mariah The Scientist,18,25,29
2025-09-09,43,It Depends,Chris Brown Featuring Bryson Tiller,6,32,34
2025-09-09,44,Folded,Kehlani,12,35,37
2025-09-09,45,Happen To Me,Russell Dickerson,20,38,38
2025-09-09,46,Worst Way,Riley Green,34,20,40
2025-09-09,47,Blue Strips,Jessie Murph,21,15,39
2025-09-09,48,Hell At Night,BigXthaPlug Featuring Ella Langley,4,35,35
2025-09-09,49,Jealous Type,Doja Cat,2,28,28
2025-09-09,50,The Subway,Chappell Roan,5,3,36
2025-09-16,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",12,1,1
2025-09-16,2,Ordinary,Alex Warren,31,1,2
2025-09-16,3,Manchild,Sabrina Carpenter,14,1,4
2025-09-16,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",12,4,5
2025-09-16,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",11,5,6
2025-09-16,6,Tears,Sabrina Carpenter,2,3,3
2025-09-16,7,What I Want,Morgan Wallen Featuring Tate McRae,17,1,7
2025-09-16,8,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",11,8,9
2025-09-16,9,Love Me Not,Ravyn Lenae,24,5,8
2025-09-16,10,Daisies,Justin Bieber,9,2,11
2025-09-16,11,Lose Control,Teddy Swims,108,1,10
2025-09-16,12,Die With A Smile,Lady Gaga & Bruno Mars,56,1,14
2025-09-16,13,I Got Better,Morgan Wallen,17,7,13
2025-09-16,14,Mutt,Leon Thomas,32,12,21
2025-09-16,15,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",11,15,22
2025-09-16,16,A Bar Song (Tipsy),Shaboozey,74,1,16
2025-09-16,17,Beautiful Things,Benson Boone,85,2,23
2025-09-16,18,Just In Case,Morgan Wallen,25,2,19
2025-09-16,19,Good News,Shaboozey,42,12,18
2025-09-16,20,Undressed,sombr,23,20,28
2025-09-16,21,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",11,21,29
2025-09-16,22,I'm The Problem,Morgan Wallen,32,2,26
2025-09-16,23,Pink Pony Club,Chappell Roan,65,4,25
2025-09-16,24,Free,Rumi & JINU: EJAE & Andrew Choi,11,23,32
2025-09-16,25,Back To Friends,sombr,24,25,37
2025-09-16,26,Luther,Kendrick Lamar & SZA,42,1,34
2025-09-16,27,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",21,27,0
2025-09-16,28,Nobody's Son,Sabrina Carpenter,2,12,12
2025-09-16,29,Mystical Magical,Benson Boone,20,17,36
2025-09-16,30,When Did You Get Hot?,Sabrina Carpenter,2,17,17
2025-09-16,31,Happen To Me,Russell Dickerson,21,31,45
2025-09-16,32,All The Way,BigXthaPlug Featuring Bailey Zimmerman,23,4,35
2025-09-16,33,Yukon,Justin Bieber,9,17,41
2025-09-16,34,Folded,Kehlani,13,34,44
2025-09-16,35,Burning Blue,Mariah The Scientist,19,25,42
2025-09-16,36,Sorry I'm Here For Someone Else,Benson Boone,28,19,40
2025-09-16,37,Man I Need,Olivia Dean,3,37,55
2025-09-16,38,It Depends,Chris Brown Featuring Bryson Tiller,7,32,43
2025-09-16,39,House Tour,Sabrina Carpenter,2,27,27
2025-09-16,40,The Dead Dance,Lady Gaga,1,40,0
2025-09-16,41,Go Go Juice,Sabrina Carpenter,2,24,24
2025-09-16,42,My Man On Willpower,Sabrina Carpenter,2,15,15
2025-09-16,43,Bar None,Jordan Davis,10,43,52
2025-09-16,44,Sugar Talking,Sabrina Carpenter,2,20,20
2025-09-16,45,Worst Way,Riley Green,35,20,46
2025-09-16,46,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,12,46,53
2025-09-16,47,Goodbye,Sabrina Carpenter,2,33,33
2025-09-16,48,No Broke Boys,Disco Lines & Tinashe,9,45,51
2025-09-16,49,Blue Strips,Jessie Murph,22,15,47
2025-09-16,50,Jealous Type,Doja Cat,3,28,49
2025-09-23,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",13,1,1
2025-09-23,2,Ordinary,Alex Warren,32,1,2
2025-09-23,3,Manchild,Sabrina Carpenter,15,1,3
2025-09-23,4,What I Want,Morgan Wallen Featuring Tate McRae,18,1,7
2025-09-23,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",12,5,5
2025-09-23,6,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",13,4,4
2025-09-23,7,Love Me Not,Ravyn Lenae,25,5,9
2025-09-23,8,Daisies,Justin Bieber,10,2,10
2025-09-23,9,Lose Control,Teddy Swims,109,1,11
2025-09-23,10,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",12,8,8
2025-09-23,11,Die With A Smile,Lady Gaga & Bruno Mars,57,1,12
2025-09-23,12,Tears,Sabrina Carpenter,3,3,6
2025-09-23,13,I Got Better,Morgan Wallen,18,7,13
2025-09-23,14,Mutt,Leon Thomas,33,12,14
2025-09-23,15,A Bar Song (Tipsy),Shaboozey,75,1,16
2025-09-23,16,Beautiful Things,Benson Boone,86,2,17
2025-09-23,17,Just In Case,Morgan Wallen,26,2,18
2025-09-23,18,Undressed,sombr,24,18,20
2025-09-23,19,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",12,15,15
2025-09-23,20,Good News,Shaboozey,43,12,19
2025-09-23,21,I'm The Problem,Morgan Wallen,33,2,22
2025-09-23,22,Pink Pony Club,Chappell Roan,66,4,23
2025-09-23,23,Back To Friends,sombr,25,23,25
2025-09-23,24,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",12,21,21
2025-09-23,25,Mystical Magical,Benson Boone,21,17,29
2025-09-23,26,Luther,Kendrick Lamar & SZA,43,1,26
2025-09-23,27,Free,Rumi & JINU: EJAE & Andrew Choi,12,23,24
2025-09-23,28,Happen To Me,Russell Dickerson,22,28,31
2025-09-23,29,Folded,Kehlani,14,29,34
2025-09-23,30,Man I Need,Olivia Dean,4,30,37
2025-09-23,31,When Did You Get Hot?,Sabrina Carpenter,3,17,30
2025-09-23,32,Yukon,Justin Bieber,10,17,33
2025-09-23,33,Burning Blue,Mariah The Scientist,20,25,35
2025-09-23,34,It Depends,Chris Brown Featuring Bryson Tiller,8,32,38
2025-09-23,35,All The Way,BigXthaPlug Featuring Bailey Zimmerman,24,4,32
2025-09-23,36,Nobody's Son,Sabrina Carpenter,3,12,28
2025-09-23,37,Sorry I'm Here For Someone Else,Benson Boone,29,19,36
2025-09-23,38,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,13,38,46
2025-09-23,39,No Broke Boys,Disco Lines & Tinashe,10,39,48
2025-09-23,40,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",22,27,27
2025-09-23,41,12 To 12,sombr,5,41,53
2025-09-23,42,Worst Way,Riley Green,36,20,45
2025-09-23,43,Bar None,Jordan Davis,11,43,43
2025-09-23,44,The Dead Dance,Lady Gaga,2,40,40
2025-09-23,45,Gabriela,KATSEYE,9,45,57
2025-09-23,46,Revolving Door,Tate McRae,23,22,60
2025-09-23,47,Back In The Saddle,Luke Combs,8,38,54
2025-09-23,48,After All The Bars Are Closed,Thomas Rhett,21,35,52
2025-09-23,49,Jealous Type,Doja Cat,4,28,50
2025-09-23,50,House Tour,Sabrina Carpenter,3,27,39
2025-09-30,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",14,1,1
2025-09-30,2,Ordinary,Alex Warren,33,1,2
2025-09-30,3,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",13,3,5
2025-09-30,4,What I Want,Morgan Wallen Featuring Tate McRae,19,1,4
2025-09-30,5,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",14,4,6
2025-09-30,6,Manchild,Sabrina Carpenter,16,1,3
2025-09-30,7,Lose Control,Teddy Swims,110,1,9
2025-09-30,8,Daisies,Justin Bieber,11,2,8
2025-09-30,9,Love Me Not,Ravyn Lenae,26,5,7
2025-09-30,10,Die With A Smile,Lady Gaga & Bruno Mars,58,1,11
2025-09-30,11,I Got Better,Morgan Wallen,19,7,13
2025-09-30,12,Mutt,Leon Thomas,34,12,14
2025-09-30,13,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",13,8,10
2025-09-30,14,Beautiful Things,Benson Boone,87,2,16
2025-09-30,15,A Bar Song (Tipsy),Shaboozey,76,1,15
2025-09-30,16,Undressed,sombr,25,16,18
2025-09-30,17,Tears,Sabrina Carpenter,4,3,12
2025-09-30,18,Just In Case,Morgan Wallen,27,2,17
2025-09-30,19,Pink Pony Club,Chappell Roan,67,4,22
2025-09-30,20,Good News,Shaboozey,44,12,20
2025-09-30,21,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",13,15,19
2025-09-30,22,Folded,Kehlani,15,22,29
2025-09-30,23,Back To Friends,sombr,26,23,23
2025-09-30,24,I'm The Problem,Morgan Wallen,34,2,21
2025-09-30,25,Man I Need,Olivia Dean,5,25,30
2025-09-30,26,Safe,Cardi B Featuring Kehlani,1,26,0
2025-09-30,27,Mystical Magical,Benson Boone,22,17,25
2025-09-30,28,Luther,Kendrick Lamar & SZA,44,1,26
2025-09-30,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",13,21,24
2025-09-30,30,Free,Rumi & JINU: EJAE & Andrew Choi,13,23,27
2025-09-30,31,It Depends,Chris Brown Featuring Bryson Tiller,9,31,34
2025-09-30,32,When Did You Get Hot?,Sabrina Carpenter,4,17,31
2025-09-30,33,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,14,33,38
2025-09-30,34,Burning Blue,Mariah The Scientist,21,25,33
2025-09-30,35,Yukon,Justin Bieber,11,17,32
2025-09-30,36,All The Way,BigXthaPlug Featuring Bailey Zimmerman,25,4,35
